sample,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,project,condition,Biological Replicates,reference_condition,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,DOI
SRX5388965,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588647,SRP186198,PRJNA523038,523038,SRS4377321,SAMN10962873,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7291499,10962873,GSE126718,GSM3611800,0,H37Rv,0,0,0,JSF,JSF_2026,4,DMSO,True,True,True,JSF:JSF_2026,True,True,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE126718
SRX5388962,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588644,SRP186198,PRJNA523038,523038,SRS4377318,SAMN10962876,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7291496,10962876,GSE126718,GSM3611797,0,H37Rv,0,0,0,JSF,JSF_2026,4,DMSO,True,True,True,JSF:JSF_2026,True,True,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE126718
SRX5388963,2019-02-20 16:35:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,NextSeq 500,SRR8588645,SRP186198,PRJNA523038,523038,SRS4377319,SAMN10962875,SRA850156,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,7291497,10962875,GSE126718,GSM3611798,0,H37Rv,0,0,0,JSF,JSF_2026,4,DMSO,True,True,True,JSF:JSF_2026,True,True,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE126718
SRX6889335,2019-10-06 09:58:05,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina NovaSeq 6000,SRR10163946,SRP222975,PRJNA573681,573681,SRS5422304,SAMN12821099,SRA966456,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9066679,12821099,GSE137857,GSM4090247,0,H37Rv,0,0,0,MTS1338,over_expression,3,control,True,True,True,MTS1338:over_expression,True,True,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE137857
SRX6889333,2019-10-06 09:58:05,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina NovaSeq 6000,SRR10163944,SRP222975,PRJNA573681,573681,SRS5422302,SAMN12821116,SRA966456,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,9066677,12821116,GSE137857,GSM4090245,0,H37Rv,0,0,0,MTS1338,over_expression,3,control,True,True,True,MTS1338:over_expression,True,True,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE137857
SRX6810002,2019-09-06 01:56:46,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10076619,SRP220559,PRJNA564181,564181,SRS5353971,SAMN12704283,SRA957302,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,8968602,12704283,0,0,0,missing,0,0,0,PAS,control,3,control,True,True,True,PAS:control,True,True,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA564181/
SRX6810004,2019-09-06 01:56:46,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10076617,SRP220559,PRJNA564181,564181,SRS5353974,SAMN12704285,SRA957302,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,8968604,12704285,0,0,0,missing,0,0,0,PAS,control,3,control,True,True,True,PAS:control,True,True,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA564181/
SRX6810003,2019-09-06 01:56:46,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10076618,SRP220559,PRJNA564181,564181,SRS5353972,SAMN12704284,SRA957302,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,8968603,12704284,0,0,0,missing,0,0,0,PAS,control,3,control,True,True,True,PAS:control,True,True,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA564181/
SRX6810006,2019-09-06 01:56:46,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10076615,SRP220559,PRJNA564181,564181,SRS5353975,SAMN12704287,SRA957302,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,8968606,12704287,0,0,0,missing,0,0,0,PAS,treated,3,control,True,True,True,PAS:treated,True,True,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA564181/
SRX6810005,2019-09-06 01:56:46,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10076616,SRP220559,PRJNA564181,564181,SRS5353973,SAMN12704286,SRA957302,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,8968605,12704286,0,0,0,missing,0,0,0,PAS,treated,3,control,True,True,True,PAS:treated,True,True,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA564181/
SRX6810007,2019-09-06 01:56:46,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,HiSeq X Ten,SRR10076614,SRP220559,PRJNA564181,564181,SRS5353976,SAMN12704288,SRA957302,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,"FOREVERGEN BIOSCIENCES CO.,LTD",0,0,8968607,12704288,0,0,0,missing,0,0,0,PAS,treated,3,control,True,True,True,PAS:treated,True,True,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA564181/
ERX1818322,2017-08-02 07:22:40,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 1500,ERR1749134;ERR1749135,ERP020415,PRJEB18483,396863,ERS1465369,SAMEA20440918,ERA771499,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,"Core Facility Microarray/Genomics, Max Planck Institute for Infection Biology, Berlin, D-10117, Germany",350,2,4334726,7437433,0,0,0,0,0,0,0,THP-1,24h_THP_B_enriched,2,ctrl_B,True,True,True,THP-1:24h_THP_B_enriched,True,True,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB18483
ERX1818321,2017-08-02 07:22:40,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 1500,ERR1749133,ERP020415,PRJEB18483,396863,ERS1465368,SAMEA20440168,ERA771499,RNA-Seq,RANDOM,TRANSCRIPTOMIC,0,"Core Facility Microarray/Genomics, Max Planck Institute for Infection Biology, Berlin, D-10117, Germany",350,2,4334725,7437432,0,0,0,0,0,0,0,THP-1,24h_THP_B_enriched,2,ctrl_B,True,True,True,THP-1:24h_THP_B_enriched,True,True,https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB18483
SRX2617830,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5318366,SRP101496,PRJNA378382,378382,SRS2028264,SAMN06545491,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,3789683,6545491,GSE95773,GSM2525688,28749949,H37Rv,0,0,0,aminoimidazoles,02h_treated,2,00h_untreated,True,True,True,aminoimidazoles:02h_treated,True,True,https://dx.doi.org/10.1371%2Fjournal.pone.0180925
SRX2617831,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5318367,SRP101496,PRJNA378382,378382,SRS2028265,SAMN06545490,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,3789684,6545490,GSE95773,GSM2525689,28749949,H37Rv,0,0,0,aminoimidazoles,02h_treated,2,00h_untreated,True,True,True,aminoimidazoles:02h_treated,True,True,https://dx.doi.org/10.1371%2Fjournal.pone.0180925
SRX2617833,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5318369,SRP101496,PRJNA378382,378382,SRS2028267,SAMN06545488,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,3789686,6545488,GSE95773,GSM2525691,28749949,H37Rv,0,0,0,aminoimidazoles,24h_treated,2,00h_untreated,True,True,True,aminoimidazoles:24h_treated,True,True,https://dx.doi.org/10.1371%2Fjournal.pone.0180925
SRX2617832,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5318368,SRP101496,PRJNA378382,378382,SRS2028266,SAMN06545489,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,3789685,6545489,GSE95773,GSM2525690,28749949,H37Rv,0,0,0,aminoimidazoles,24h_treated,2,00h_untreated,True,True,True,aminoimidazoles:24h_treated,True,True,https://dx.doi.org/10.1371%2Fjournal.pone.0180925
SRX2617828,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina MiSeq,SRR5318364,SRP101496,PRJNA378382,378382,SRS2028262,SAMN06545493,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,3789681,6545493,GSE95773,GSM2525686,28749949,H37Rv,0,0,0,aminoimidazoles,00h_untreated,3,00h_untreated,True,True,True,aminoimidazoles:untreated,True,True,https://dx.doi.org/10.1371%2Fjournal.pone.0180925
SRX2617827,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5318363,SRP101496,PRJNA378382,378382,SRS2028261,SAMN06545494,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,3789680,6545494,GSE95773,GSM2525685,28749949,H37Rv,0,0,0,aminoimidazoles,00h_untreated,3,00h_untreated,True,True,True,aminoimidazoles:untreated,True,True,https://dx.doi.org/10.1371%2Fjournal.pone.0180925
SRX2617829,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5318365,SRP101496,PRJNA378382,378382,SRS2028263,SAMN06545492,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,3789682,6545492,GSE95773,GSM2525687,28749949,H37Rv,0,0,0,aminoimidazoles,00h_untreated,3,00h_untreated,True,True,True,aminoimidazoles:untreated,True,True,https://dx.doi.org/10.1371%2Fjournal.pone.0180925
SRX3456119,2018-04-13 16:13:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360057,SRP126361,PRJNA421561,421561,SRS2744815,SAMN08146660,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,4814986,8146660,GSE107831,GSM2881215,29661879,0,0,0,0,antibiotic,ctrl_24h,3,ctrl_4h,True,True,True,antibiotic:ctrl_24h,True,True,https://dx.doi.org/10.1128%2FAAC.00083-18
SRX3456118,2018-04-13 16:13:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360056,SRP126361,PRJNA421561,421561,SRS2744814,SAMN08146661,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,4814985,8146661,GSE107831,GSM2881214,29661879,0,0,0,0,antibiotic,ctrl_24h,3,ctrl_4h,True,True,True,antibiotic:ctrl_24h,True,True,https://dx.doi.org/10.1128%2FAAC.00083-18
SRX3456117,2018-04-13 16:13:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360055,SRP126361,PRJNA421561,421561,SRS2744813,SAMN08146662,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,4814984,8146662,GSE107831,GSM2881213,29661879,0,0,0,0,antibiotic,ctrl_24h,3,ctrl_4h,True,True,True,antibiotic:ctrl_24h,True,True,https://dx.doi.org/10.1128%2FAAC.00083-18
SRX3456101,2018-04-13 16:13:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360039,SRP126361,PRJNA421561,421561,SRS2744797,SAMN08146678,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,4814968,8146678,GSE107831,GSM2881197,29661879,0,0,0,0,antibiotic,ctrl_4h,3,ctrl_4h,True,True,True,antibiotic:ctrl_4h,True,True,https://dx.doi.org/10.1128%2FAAC.00083-18
SRX3456099,2018-04-13 16:13:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360037,SRP126361,PRJNA421561,421561,SRS2744872,SAMN08146680,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,4814966,8146680,GSE107831,GSM2881195,29661879,0,0,0,0,antibiotic,ctrl_4h,3,ctrl_4h,True,True,True,antibiotic:ctrl_4h,True,True,https://dx.doi.org/10.1128%2FAAC.00083-18
SRX3456100,2018-04-13 16:13:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360038,SRP126361,PRJNA421561,421561,SRS2744796,SAMN08146679,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,4814967,8146679,GSE107831,GSM2881196,29661879,0,0,0,0,antibiotic,ctrl_4h,3,ctrl_4h,True,True,True,antibiotic:ctrl_4h,True,True,https://dx.doi.org/10.1128%2FAAC.00083-18
SRX3456107,2018-04-13 16:13:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360045,SRP126361,PRJNA421561,421561,SRS2744803,SAMN08146672,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,4814974,8146672,GSE107831,GSM2881203,29661879,0,0,0,0,antibiotic,izd_4h,2,ctrl_4h,True,True,True,antibiotic:izd_4h,True,True,https://dx.doi.org/10.1128%2FAAC.00083-18
SRX3456105,2018-04-13 16:13:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360043,SRP126361,PRJNA421561,421561,SRS2744801,SAMN08146674,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,4814972,8146674,GSE107831,GSM2881201,29661879,0,0,0,0,antibiotic,izd_4h,2,ctrl_4h,True,True,True,antibiotic:izd_4h,True,True,https://dx.doi.org/10.1128%2FAAC.00083-18
SRX4374122,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504772,SRP152943,PRJNA480455,480455,SRS3531620,SAMN09636131,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939040,9636131,GSE116859,GSM3262911,31389636,H37Rv,0,0,0,base,wt_glu_24,3,wt_glu_6,True,True,True,base:wt_glu_24,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374121,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504771,SRP152943,PRJNA480455,480455,SRS3531619,SAMN09636132,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939039,9636132,GSE116859,GSM3262910,31389636,H37Rv,0,0,0,base,wt_glu_24,3,wt_glu_6,True,True,True,base:wt_glu_24,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374123,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504773,SRP152943,PRJNA480455,480455,SRS3531621,SAMN09636130,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939041,9636130,GSE116859,GSM3262912,31389636,H37Rv,0,0,0,base,wt_glu_24,3,wt_glu_6,True,True,True,base:wt_glu_24,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374124,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504774,SRP152943,PRJNA480455,480455,SRS3531622,SAMN09636128,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939042,9636128,GSE116859,GSM3262913,31389636,H37Rv,0,0,0,base,wt_glu_6,3,wt_glu_6,True,True,True,base:wt_glu_6,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374125,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504775,SRP152943,PRJNA480455,480455,SRS3531623,SAMN09636127,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939043,9636127,GSE116859,GSM3262914,31389636,H37Rv,0,0,0,base,wt_glu_6,3,wt_glu_6,True,True,True,base:wt_glu_6,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374126,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504776,SRP152943,PRJNA480455,480455,SRS3531624,SAMN09636126,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939044,9636126,GSE116859,GSM3262915,31389636,H37Rv,0,0,0,base,wt_glu_6,3,wt_glu_6,True,True,True,base:wt_glu_6,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374127,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504777,SRP152943,PRJNA480455,480455,SRS3531626,SAMN09636124,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939045,9636124,GSE116859,GSM3262916,31389636,H37Rv,0,0,0,base,wt_llac_24,3,wt_glu_6,True,True,True,base:wt_llac_24,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374128,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504778,SRP152943,PRJNA480455,480455,SRS3531625,SAMN09636123,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939046,9636123,GSE116859,GSM3262917,31389636,H37Rv,0,0,0,base,wt_llac_24,3,wt_glu_6,True,True,True,base:wt_llac_24,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374129,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504779,SRP152943,PRJNA480455,480455,SRS3531627,SAMN09636122,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939047,9636122,GSE116859,GSM3262918,31389636,H37Rv,0,0,0,base,wt_llac_24,3,wt_glu_6,True,True,True,base:wt_llac_24,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374130,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504780,SRP152943,PRJNA480455,480455,SRS3531628,SAMN09636120,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939048,9636120,GSE116859,GSM3262919,31389636,H37Rv,0,0,0,base,wt_llac_6,3,wt_glu_6,True,True,True,base:wt_llac_6,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374132,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504782,SRP152943,PRJNA480455,480455,SRS3531629,SAMN09636118,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939050,9636118,GSE116859,GSM3262921,31389636,H37Rv,0,0,0,base,wt_llac_6,3,wt_glu_6,True,True,True,base:wt_llac_6,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374131,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504781,SRP152943,PRJNA480455,480455,SRS3531639,SAMN09636119,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939049,9636119,GSE116859,GSM3262920,31389636,H37Rv,0,0,0,base,wt_llac_6,3,wt_glu_6,True,True,True,base:wt_llac_6,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374133,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504783,SRP152943,PRJNA480455,480455,SRS3531630,SAMN09636117,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939051,9636117,GSE116859,GSM3262922,31389636,H37Rv,0,0,0,base,wt_pyr_24,3,wt_glu_6,True,True,True,base:wt_pyr_24,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374135,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504785,SRP152943,PRJNA480455,480455,SRS3531632,SAMN09636115,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939053,9636115,GSE116859,GSM3262924,31389636,H37Rv,0,0,0,base,wt_pyr_24,3,wt_glu_6,True,True,True,base:wt_pyr_24,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374134,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504784,SRP152943,PRJNA480455,480455,SRS3531631,SAMN09636116,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939052,9636116,GSE116859,GSM3262923,31389636,H37Rv,0,0,0,base,wt_pyr_24,3,wt_glu_6,True,True,True,base:wt_pyr_24,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374138,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504788,SRP152943,PRJNA480455,480455,SRS3531634,SAMN09636111,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939056,9636111,GSE116859,GSM3262927,31389636,H37Rv,0,0,0,base,wt_pyr_6,3,wt_glu_6,True,True,True,base:wt_pyr_6,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374136,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504786,SRP152943,PRJNA480455,480455,SRS3531633,SAMN09636113,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939054,9636113,GSE116859,GSM3262925,31389636,H37Rv,0,0,0,base,wt_pyr_6,3,wt_glu_6,True,True,True,base:wt_pyr_6,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX4374137,2019-11-28 19:58:09,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 4000,SRR7504787,SRP152943,PRJNA480455,480455,SRS3531652,SAMN09636112,SRA737071,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,5939055,9636112,GSE116859,GSM3262926,31389636,H37Rv,0,0,0,base,wt_pyr_6,3,wt_glu_6,True,True,True,base:wt_pyr_6,True,True,https://dx.doi.org/10.1111%2Fmmi.14362
SRX1091379,2020-07-01 16:46:19,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2096259,SRP060638,PRJNA289444,289444,SRS987019,SAMN03853754,SRA276657,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,1596931,3853754,GSE70718,GSM1816827,0,0,0,0,0,biofilm,biofilm,2,planktonic,True,True,True,biofilm:biofilm,True,True,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70718
SRX1091380,2020-07-01 16:46:19,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR2096260,SRP060638,PRJNA289444,289444,SRS987018,SAMN03853755,SRA276657,RNA-Seq,cDNA,TRANSCRIPTOMIC,0,GEO,0,0,1596932,3853755,GSE70718,GSM1816828,0,0,0,0,0,biofilm,biofilm,2,planktonic,True,True,True,biofilm:biofilm,True,True,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70718
