,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,project,condition,reference_condition,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
SRX2382026,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061516,SRP094075,PRJNA354066,354066,SRS1824379,SAMN06040693,SRA499644,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BI,0,0,3469495,6040693,,,,DUC-6h-1-12,missing,,,mmpl3,mutant_no_ATC,mutant_no_ATC,True,True,True,mmpl3:mutant_no_ATC,True,True
SRX2382027,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061517,SRP094075,PRJNA354066,354066,SRS1824380,SAMN06040687,SRA499645,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BI,0,0,3469496,6040687,,,,DUC-0h-1-4,missing,,,mmpl3,mutant_no_ATC,mutant_no_ATC,True,True,True,mmpl3:mutant_no_ATC,True,True
SRX2382215,2016-11-29 00:00:00,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5061705,SRP094075,PRJNA354066,354066,SRS1824568,SAMN06040673,SRA499654,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BI,0,0,3469684,6040673,,,,DUC_ATC_3h_1,missing,,,rho,01.5_DUC,01.5_DUC,True,True,True,rho:01.5_DUC,True,True
SRX2481055,2018-04-02 06:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina MiSeq,SRR5163962,SRP096356,PRJNA360809,360809,SRS1912669,SAMN06214712,SRA525879,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3595992,6214712,GSE93362,GSM2452041,29632245,,,,,rho,03h_DUC_ATC,01.5_DUC,True,True,True,rho:03h_DUC_ATC,True,True
SRX2481056,2018-04-02 06:51:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina MiSeq,SRR5163963,SRP096356,PRJNA360809,360809,SRS1912670,SAMN06214711,SRA525879,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3595993,6214711,GSE93362,GSM2452042,29632245,,,,,rho,03h_DUC_ATC,01.5_DUC,True,True,True,rho:03h_DUC_ATC,True,True
SRX256581,2013-03-27 23:54:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR799107,SRP017614,PRJNA182521,182521,SRS415389,SAMN01821757,SRA072064,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BI,121,0,358647,1821757,,,,,,,,rho,01.5_DUC,01.5_DUC,True,True,True,rho:01.5_DUC,True,True
SRX256582,2013-03-27 23:54:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR799109,SRP017614,PRJNA182521,182521,SRS415389,SAMN01821757,SRA072064,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BI,132,0,358648,1821757,,,,,,,,rho,01.5h_DUC_ATC,01.5_DUC,True,True,True,rho:01.5h_DUC_ATC,True,True
SRX256583,2013-03-27 23:54:24,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR799110,SRP017614,PRJNA182521,182521,SRS415389,SAMN01821757,SRA072064,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,BI,124,0,358649,1821757,,,,,,,,rho,01.5h_DUC_ATC,01.5_DUC,True,True,True,rho:01.5h_DUC_ATC,True,True
SRX2617827,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5318363,SRP101496,PRJNA378382,378382,SRS2028261,SAMN06545494,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3789680,6545494,GSE95773,GSM2525685,28749949,H37Rv,,,,fat_cells,preadipocytes,control,True,True,True,fat_cells:preadipocytes,True,True
SRX2617828,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina MiSeq,SRR5318364,SRP101496,PRJNA378382,378382,SRS2028262,SAMN06545493,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3789681,6545493,GSE95773,GSM2525686,28749949,H37Rv,,,,fat_cells,control,control,True,True,True,fat_cells:control,True,True
SRX2617830,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5318366,SRP101496,PRJNA378382,378382,SRS2028264,SAMN06545491,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3789683,6545491,GSE95773,GSM2525688,28749949,H37Rv,,,,fat_cells,preadipocytes,control,True,True,True,fat_cells:preadipocytes,True,True
SRX2617831,2017-07-28 17:06:20,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5318367,SRP101496,PRJNA378382,378382,SRS2028265,SAMN06545490,SRA543115,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3789684,6545490,GSE95773,GSM2525689,28749949,H37Rv,,,,fat_cells,control,control,True,True,True,fat_cells:control,True,True
SRX2923395,2018-01-12 17:55:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR5689226,SRP109307,PRJNA390669,390669,SRS2288992,SAMN07248361,SRA575055,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4177157,7248361,GSE100097,GSM2671197,29247215,H37Rv,,,,hns,ko,wt,True,True,True,hns:ko,True,True
SRX2923396,2018-01-12 17:55:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR5689227,SRP109307,PRJNA390669,390669,SRS2288993,SAMN07248360,SRA575055,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4177158,7248360,GSE100097,GSM2671198,29247215,H37Rv,,,,hns,ko,wt,True,True,True,hns:ko,True,True
SRX2923397,2018-01-12 17:55:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR5689228,SRP109307,PRJNA390669,390669,SRS2288994,SAMN07248359,SRA575055,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4177159,7248359,GSE100097,GSM2671199,29247215,H37Rv,,,,hns,wt,wt,True,True,True,hns:wt,True,True
SRX2923398,2018-01-12 17:55:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR5689229,SRP109307,PRJNA390669,390669,SRS2288995,SAMN07248358,SRA575055,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4177160,7248358,GSE100097,GSM2671200,29247215,H37Rv,,,,hns,wt,wt,True,True,True,hns:wt,True,True
SRX2923400,2018-01-12 17:55:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR5689230,SRP109307,PRJNA390669,390669,SRS2288997,SAMN07248357,SRA575055,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4177162,7248357,GSE100097,GSM2671201,29247215,H37Rv,,,,aminoimidazoles,untreated,untreated,True,True,True,aminoimidazoles:untreated,True,True
SRX2923401,2018-01-12 17:55:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR5689231,SRP109307,PRJNA390669,390669,SRS2288998,SAMN07248356,SRA575055,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4177163,7248356,GSE100097,GSM2671202,29247215,H37Rv,,,,aminoimidazoles,untreated,untreated,True,True,True,aminoimidazoles:untreated,True,True
SRX2923402,2018-01-12 17:55:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,NextSeq 500,SRR5689232,SRP109307,PRJNA390669,390669,SRS2288999,SAMN07248355,SRA575055,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4177164,7248355,GSE100097,GSM2671203,29247215,H37Rv,,,,aminoimidazoles,untreated,untreated,True,True,True,aminoimidazoles:untreated,True,True
SRX3103184,2018-02-28 16:53:06,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR5944794,SRP115819,PRJNA399098,399098,SRS2438871,SAMN07519306,SRA600340,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4393043,7519306,GSE102816,GSM2746765,29378893,,,,,lipid,lipid_hypo,lipid_hypo,True,True,True,lipid:lipid_hypo,True,True
SRX3103185,2018-02-28 16:53:06,1773,Mycobacterium tuberculosis,1773,1760,1773,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR5944795,SRP115819,PRJNA399098,399098,SRS2438872,SAMN07519301,SRA600340,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4393044,7519301,GSE102816,GSM2746766,29378893,,,,,lipid,lipid_hypo,lipid_hypo,True,True,True,lipid:lipid_hypo,True,True
SRX3456100,2018-04-13 16:13:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360038,SRP126361,PRJNA421561,421561,SRS2744796,SAMN08146679,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814967,8146679,GSE107831,GSM2881196,29661879,,,,,rpoB_mutant,rpoB_control,rpoB_control,True,True,True,rpoB_mutant:rpoB_control,True,True
SRX3456101,2018-04-13 16:13:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360039,SRP126361,PRJNA421561,421561,SRS2744797,SAMN08146678,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814968,8146678,GSE107831,GSM2881197,29661879,,,,,rpoB_mutant,rpoB_control,rpoB_control,True,True,True,rpoB_mutant:rpoB_control,True,True
SRX3456107,2018-04-13 16:13:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360045,SRP126361,PRJNA421561,421561,SRS2744803,SAMN08146672,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814974,8146672,GSE107831,GSM2881203,29661879,,,,,rpoB_mutant,rpoB_phos_dep,rpoB_control,True,True,True,rpoB_mutant:rpoB_phos_dep,True,True
SRX3456108,2018-04-13 16:13:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360046,SRP126361,PRJNA421561,421561,SRS2744804,SAMN08146671,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814975,8146671,GSE107831,GSM2881204,29661879,,,,,rpoB_mutant,rpoB_phos_dep,rpoB_control,True,True,True,rpoB_mutant:rpoB_phos_dep,True,True
SRX3456117,2018-04-13 16:13:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360055,SRP126361,PRJNA421561,421561,SRS2744813,SAMN08146662,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814984,8146662,GSE107831,GSM2881213,29661879,,,,,antibiotic,izd_4h,izd_4h,True,True,True,antibiotic:izd_4h,True,True
SRX3456118,2018-04-13 16:13:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360056,SRP126361,PRJNA421561,421561,SRS2744814,SAMN08146661,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814985,8146661,GSE107831,GSM2881214,29661879,,,,,antibiotic,izd_4h,izd_4h,True,True,True,antibiotic:izd_4h,True,True
SRX3456119,2018-04-13 16:13:15,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR6360057,SRP126361,PRJNA421561,421561,SRS2744815,SAMN08146660,SRA637072,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4814986,8146660,GSE107831,GSM2881215,29661879,,,,,antibiotic,izd_4h,izd_4h,True,True,True,antibiotic:izd_4h,True,True
SRX357082,2013-10-21 16:07:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR998928,SRP030118,PRJNA219730,219730,SRS485131,SAMN02360474,SRA101957,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,505323,2360474,GSE51037,GSM1236415,24145454,H37Rv,,,,antibiotic,izd_24h,izd_4h,True,True,True,antibiotic:izd_24h,True,True
SRX357083,2013-10-21 16:07:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR998929,SRP030118,PRJNA219730,219730,SRS485130,SAMN02360471,SRA101957,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,505324,2360471,GSE51037,GSM1236416,24145454,H37Rv,,,,antibiotic,izd_24h,izd_4h,True,True,True,antibiotic:izd_24h,True,True
SRX357084,2013-10-21 16:07:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR998930,SRP030118,PRJNA219730,219730,SRS485133,SAMN02360472,SRA101957,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,505325,2360472,GSE51037,GSM1236417,24145454,H37Rv,,,,antibiotic,emb_24h,izd_4h,True,True,True,antibiotic:emb_24h,True,True
SRX357085,2013-10-21 16:07:14,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR998931,SRP030118,PRJNA219730,219730,SRS485132,SAMN02360475,SRA101957,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,505326,2360475,GSE51037,GSM1236418,24145454,H37Rv,,,,antibiotic,emb_24h,izd_4h,True,True,True,antibiotic:emb_24h,True,True
SRX3686743,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713303,SRP132734,PRJNA433880,433880,SRS2946755,SAMN08522360,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092704,8522360,GSE110508,GSM2994957,29511081,,,,,antibiotic,stpm_24h,izd_4h,True,True,True,antibiotic:stpm_24h,True,True
SRX3686744,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713304,SRP132734,PRJNA433880,433880,SRS2946788,SAMN08522357,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092705,8522357,GSE110508,GSM2994958,29511081,,,,,antibiotic,stpm_24h,izd_4h,True,True,True,antibiotic:stpm_24h,True,True
SRX3686745,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713305,SRP132734,PRJNA433880,433880,SRS2946756,SAMN08522358,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092706,8522358,GSE110508,GSM2994959,29511081,,,,,antibiotic,rfp_24h,izd_4h,True,True,True,antibiotic:rfp_24h,True,True
SRX3686746,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713306,SRP132734,PRJNA433880,433880,SRS2946792,SAMN08522359,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092707,8522359,GSE110508,GSM2994960,29511081,,,,,antibiotic,rfp_24h,izd_4h,True,True,True,antibiotic:rfp_24h,True,True
SRX3686747,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713307,SRP132734,PRJNA433880,433880,SRS2946784,SAMN08522356,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092708,8522356,GSE110508,GSM2994961,29511081,,,,,antibiotic,rfp_24h,izd_4h,True,True,True,antibiotic:rfp_24h,True,True
SRX3686748,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713308,SRP132734,PRJNA433880,433880,SRS2946758,SAMN08522350,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092709,8522350,GSE110508,GSM2994962,29511081,,,,,nitrate,control,control,True,True,True,nitrate:control,True,True
SRX3686749,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713309,SRP132734,PRJNA433880,433880,SRS2946790,SAMN08522298,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092710,8522298,GSE110508,GSM2994963,29511081,,,,,nitrate,control,control,True,True,True,nitrate:control,True,True
SRX3686750,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713310,SRP132734,PRJNA433880,433880,SRS2946759,SAMN08522352,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092711,8522352,GSE110508,GSM2994964,29511081,,,,,nitrate,control,control,True,True,True,nitrate:control,True,True
SRX3686751,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713311,SRP132734,PRJNA433880,433880,SRS2946760,SAMN08522351,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092712,8522351,GSE110508,GSM2994965,29511081,,,,,nitrate,treated,control,True,True,True,nitrate:treated,True,True
SRX3686752,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713312,SRP132734,PRJNA433880,433880,SRS2946761,SAMN08522347,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092713,8522347,GSE110508,GSM2994966,29511081,,,,,nitrate,treated,control,True,True,True,nitrate:treated,True,True
SRX3686753,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713313,SRP132734,PRJNA433880,433880,SRS2946762,SAMN08522349,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092714,8522349,GSE110508,GSM2994967,29511081,,,,,nitrate,treated,control,True,True,True,nitrate:treated,True,True
SRX3686754,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713314,SRP132734,PRJNA433880,433880,SRS2946763,SAMN08522299,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092715,8522299,GSE110508,GSM2994968,29511081,,,,,kinase,T10_12h_F,DMSO_0h_F,True,True,True,kinase:T10_12h_F,True,True
SRX3686755,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713315,SRP132734,PRJNA433880,433880,SRS2946839,SAMN08522348,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092716,8522348,GSE110508,GSM2994969,29511081,,,,,kinase,T10_12h_F,DMSO_0h_F,True,True,True,kinase:T10_12h_F,True,True
SRX3686756,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713316,SRP132734,PRJNA433880,433880,SRS2946765,SAMN08522297,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092717,8522297,GSE110508,GSM2994970,29511081,,,,,kinase,T10_12h_F,DMSO_0h_F,True,True,True,kinase:T10_12h_F,True,True
SRX3686757,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713317,SRP132734,PRJNA433880,433880,SRS2946766,SAMN08522294,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092718,8522294,GSE110508,GSM2994971,29511081,,,,,kinase,T4_12h_F,DMSO_0h_F,True,True,True,kinase:T4_12h_F,True,True
SRX3686758,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713318,SRP132734,PRJNA433880,433880,SRS2946767,SAMN08522296,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092719,8522296,GSE110508,GSM2994972,29511081,,,,,kinase,T4_12h_F,DMSO_0h_F,True,True,True,kinase:T4_12h_F,True,True
SRX3686759,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713319,SRP132734,PRJNA433880,433880,SRS2946768,SAMN08522295,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092720,8522295,GSE110508,GSM2994973,29511081,,,,,kinase,T4_12h_F,DMSO_0h_F,True,True,True,kinase:T4_12h_F,True,True
SRX3686760,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713320,SRP132734,PRJNA433880,433880,SRS2946769,SAMN08522326,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092721,8522326,GSE110508,GSM2994974,29511081,,,,,kinase,T10_24h_F,DMSO_0h_F,True,True,True,kinase:T10_24h_F,True,True
SRX3686761,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713321,SRP132734,PRJNA433880,433880,SRS2946770,SAMN08522333,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092722,8522333,GSE110508,GSM2994975,29511081,,,,,kinase,T10_24h_F,DMSO_0h_F,True,True,True,kinase:T10_24h_F,True,True
SRX3686762,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713322,SRP132734,PRJNA433880,433880,SRS2946771,SAMN08522331,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092723,8522331,GSE110508,GSM2994976,29511081,,,,,kinase,T10_24h_F,DMSO_0h_F,True,True,True,kinase:T10_24h_F,True,True
SRX3686763,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713323,SRP132734,PRJNA433880,433880,SRS2946772,SAMN08522325,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092724,8522325,GSE110508,GSM2994977,29511081,,,,,kinase,T4_24h_F,DMSO_0h_F,True,True,True,kinase:T4_24h_F,True,True
SRX3686764,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713324,SRP132734,PRJNA433880,433880,SRS2946773,SAMN08522324,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092725,8522324,GSE110508,GSM2994978,29511081,,,,,kinase,T4_24h_F,DMSO_0h_F,True,True,True,kinase:T4_24h_F,True,True
SRX3686765,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713325,SRP132734,PRJNA433880,433880,SRS2946774,SAMN08522328,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092726,8522328,GSE110508,GSM2994979,29511081,,,,,kinase,T4_24h_F,DMSO_0h_F,True,True,True,kinase:T4_24h_F,True,True
SRX3686766,2018-03-09 16:56:13,83332,Mycobacterium tuberculosis H37Rv,1773,1760,83332,Mycobacterium tuberculosis,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6713326,SRP132734,PRJNA433880,433880,SRS2946775,SAMN08522329,SRA658949,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5092727,8522329,GSE110508,GSM2994980,29511081,,,,,kinase,T10_48h_F,DMSO_0h_F,True,True,True,kinase:T10_48h_F,True,True
