Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	project	condition	reference_condition
ERX2351095	2018-02-13 07:58:42	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR2299758	ERP105223	PRJEB23469	428826	ERS2200168	SAMEA104588886	ERA1209399	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCHOOL OF VETERINARY MEDICINE	0	0	5095218	8524031								THP-1	04h_THP_B	ctrl_B
ERX2351096	2018-02-13 07:58:42	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR2299759	ERP105223	PRJEB23469	428826	ERS2200169	SAMEA104588887	ERA1209399	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCHOOL OF VETERINARY MEDICINE	0	0	5095219	8524032								THP-1	04h_THP_B	ctrl_B
ERX2351097	2018-02-13 07:58:42	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR2299760	ERP105223	PRJEB23469	428826	ERS2200170	SAMEA104588888	ERA1209399	RNA-Seq	unspecified	TRANSCRIPTOMIC		SCHOOL OF VETERINARY MEDICINE	0	0	5095220	8524033								THP-1	04h_THP_C	ctrl_B
ERX237496	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262980	ERP002485	PRJEB1807	230291	ERS237623	SAMEA1967953	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548657	2420642				H37Rv				THP-1	04h_THP_C	ctrl_B
ERX237497	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262978	ERP002485	PRJEB1807	230291	ERS237624	SAMEA2064710	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548658	2420643				H37Rv				NO	00_h_pre_NO	00_h_pre_NO
ERX237498	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262988	ERP002485	PRJEB1807	230291	ERS237625	SAMEA2064711	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548659	2420644				H37Rv				NO	24_h_NO	00_h_pre_NO
ERX237499	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262989	ERP002485	PRJEB1807	230291	ERS237626	SAMEA2064712	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548660	2420645				H37Rv				NO	24_h_NO	00_h_pre_NO
ERX237500	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262981	ERP002485	PRJEB1807	230291	ERS237627	SAMEA2064713	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548661	2420646				H37Rv				NO	24_h_NO	00_h_pre_NO
ERX237501	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262987	ERP002485	PRJEB1807	230291	ERS237628	SAMEA2064714	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548662	2420647				H37Rv				NO	XX_h_NO	00_h_pre_NO
ERX237502	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262986	ERP002485	PRJEB1807	230291	ERS237629	SAMEA2064715	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548656	2420636				H37Rv				NO	XX_h_NO	00_h_pre_NO
ERX237503	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262984	ERP002485	PRJEB1807	230291	ERS237630	SAMEA2064879	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548663	2420637				H37Rv				NO	XX_h_NO	00_h_pre_NO
ERX237504	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262982	ERP002485	PRJEB1807	230291	ERS237631	SAMEA2064880	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548665	2420638				H37Rv				NO	00_h_pre_NO	00_h_pre_NO
ERX237505	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262985	ERP002485	PRJEB1807	230291	ERS237632	SAMEA2064881	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548664	2420639				H37Rv				NO	00_h_pre_NO	00_h_pre_NO
ERX237506	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262979	ERP002485	PRJEB1807	230291	ERS237633	SAMEA2064882	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548666	2420640				H37Rv				NO	0.3_h_NO	00_h_pre_NO
ERX237507	2013-12-02 14:20:50	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR262983	ERP002485	PRJEB1807	230291	ERS237634	SAMEA2064883	ERA207769	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	548655	2420641				H37Rv				NO	0.3_h_NO	00_h_pre_NO
ERX248754	2013-09-24 11:13:04	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR274478	ERP002631	PRJEB1952	221835	ERS246819	SAMEA2072011	ERA214712	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	500526	2358562				H37Rv	HigB overexpressing			NO	0.3_h_NO	00_h_pre_NO
ERX248755	2013-09-24 11:13:04	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	ERR274479	ERP002631	PRJEB1952	221835	ERS246820	SAMEA2072027	ERA214712	RNA-Seq	RANDOM	TRANSCRIPTOMIC		MRC NIMR London	0	0	500527	2358563				H37Rv	empty vector			NO	02_h_NO	00_h_pre_NO
ERX3390646	2019-06-21 07:28:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR3366366	ERP115711	PRJEB32965	550066	ERS3506993	SAMEA5703336	ERA1994199	RNA-Seq	cDNA	TRANSCRIPTOMIC		University at Buffalo Next-Generation Sequencing and Analysis Expression Core Facility	0	0	8154974	12103006				mc2-7000	wild type genotype			NO	02_h_NO	00_h_pre_NO
ERX3390647	2019-06-21 07:28:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR3366367	ERP115711	PRJEB32965	550066	ERS3506994	SAMEA5703337	ERA1994199	RNA-Seq	cDNA	TRANSCRIPTOMIC		University at Buffalo Next-Generation Sequencing and Analysis Expression Core Facility	0	0	8154975	12103007				mc2-7000	wild type genotype			NO	02_h_NO	00_h_pre_NO
ERX3390648	2019-06-21 07:28:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	ERR3366368;ERR3366369;ERR3366370;ERR3366371	ERP115711	PRJEB32965	550066	ERS3506995	SAMEA5703338	ERA1994199	RNA-Seq	cDNA	TRANSCRIPTOMIC		Sequencing Core Facility, Wadsworth Center, Albany, NY	31	10	8154976	12103008				mc2-7000	wild type genotype			ysG	10mm_amm_wt	5mm_lys_wt
ERX3390649	2019-06-21 07:28:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	NextSeq 500	ERR3366372;ERR3366373;ERR3366374;ERR3366375	ERP115711	PRJEB32965	550066	ERS3506996	SAMEA5703339	ERA1994199	RNA-Seq	cDNA	TRANSCRIPTOMIC		Sequencing Core Facility, Wadsworth Center, Albany, NY	31	10	8154977	12103009				mc2-7000	wild type genotype			ysG	10mm_amm_del	5mm_lys_wt
ERX3772318	2020-01-09 05:40:48	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2500	ERR3770569	ERP118997	PRJEB35872	599908	ERS4191971	SAMEA6425763	ERA2322428	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		UAB Genomics Core facility	120	15	9831120	13788356					wild type genotype			ysG	5mm_lys_del	5mm_lys_wt
ERX3772319	2020-01-09 05:40:48	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2500	ERR3770570	ERP118997	PRJEB35872	599908	ERS4191972	SAMEA6425764	ERA2322428	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		UAB Genomics Core facility	120	15	9831121	13788357					wild type genotype			ysG	3.34mm_hist_del	5mm_lys_wt
ERX3772320	2020-01-09 05:40:48	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2500	ERR3770571	ERP118997	PRJEB35872	599908	ERS4191973	SAMEA6425765	ERA2322428	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		UAB Genomics Core facility	120	15	9831122	13788358					wild type genotype			ysG	3.34mm_hist_wt	5mm_lys_wt
ERX3772321	2020-01-09 05:40:48	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2500	ERR3770572	ERP118997	PRJEB35872	599908	ERS4191974	SAMEA6425766	ERA2322428	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		UAB Genomics Core facility	120	15	9831123	13788359					wild type genotype			ysG	5mm_lys_wt	5mm_lys_wt
ERX3772322	2020-01-09 05:40:48	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2500	ERR3770573	ERP118997	PRJEB35872	599908	ERS4191975	SAMEA6425767	ERA2322428	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		UAB Genomics Core facility	120	15	9831124	13788360					wild type genotype			growth	wt_expn	wt_expn
ERX3772323	2020-01-09 05:40:48	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2500	ERR3770574	ERP118997	PRJEB35872	599908	ERS4191976	SAMEA6425768	ERA2322428	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		UAB Genomics Core facility	120	15	9831125	13788361					wild type genotype			growth	tss_starved	wt_expn
SRX1073778	2016-11-21 12:46:01	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR2078940	SRP059891	PRJNA288174	288174	SRS972616	SAMN03795675	SRA274599	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1558946	3795675	GSE70291	GSM1723009	27936238	H37Rv	c-otsB2-4xtetO			growth	wt_starved	wt_expn
SRX1073779	2016-11-21 12:46:01	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR2078941	SRP059891	PRJNA288174	288174	SRS972615	SAMN03795676	SRA274599	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1558947	3795676	GSE70291	GSM1723010	27936238	H37Rv	c-otsB2-4xtetO			growth	tss_starved	wt_expn
SRX1073780	2016-11-21 12:46:01	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR2078942	SRP059891	PRJNA288174	288174	SRS972614	SAMN03795677	SRA274599	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1558948	3795677	GSE70291	GSM1723011	27936238	H37Rv	c-otsB2-4xtetO			growth	tss_starved	wt_expn
SRX1073781	2016-11-21 12:46:01	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR2078943	SRP059891	PRJNA288174	288174	SRS972613	SAMN03795678	SRA274599	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1558949	3795678	GSE70291	GSM1723012	27936238	H37Rv	c-otsB2-4xtetO			growth	wt_starved	wt_expn
SRX1073782	2016-11-21 12:46:01	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR2078944	SRP059891	PRJNA288174	288174	SRS972612	SAMN03795679	SRA274599	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1558950	3795679	GSE70291	GSM1723013	27936238	H37Rv	c-otsB2-4xtetO			growth	tss_expnt	wt_expn
SRX1073783	2016-11-21 12:46:01	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ION_TORRENT	Ion Torrent Proton	SRR2078945	SRP059891	PRJNA288174	288174	SRS972611	SAMN03795680	SRA274599	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1558951	3795680	GSE70291	GSM1723014	27936238	H37Rv	c-otsB2-4xtetO			growth	wt_starved	wt_expn
SRX1091377	2020-07-01 16:46:19	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR2096257	SRP060638	PRJNA289444	289444	SRS987021	SAMN03853752	SRA276657	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1596929	3853752	GSE70718	GSM1816825						growth	wt_expn	wt_expn
SRX1091378	2020-07-01 16:46:19	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR2096258	SRP060638	PRJNA289444	289444	SRS987020	SAMN03853753	SRA276657	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1596930	3853753	GSE70718	GSM1816826						growth	tss_expnt	wt_expn
SRX1091379	2020-07-01 16:46:19	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR2096259	SRP060638	PRJNA289444	289444	SRS987019	SAMN03853754	SRA276657	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1596931	3853754	GSE70718	GSM1816827						growth	tss_expnt	wt_expn
SRX1091380	2020-07-01 16:46:19	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR2096260	SRP060638	PRJNA289444	289444	SRS987018	SAMN03853755	SRA276657	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1596932	3853755	GSE70718	GSM1816828						growth	wt_expn	wt_expn
SRX1163428	2016-09-01 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ABI_SOLID	AB 5500xl Genetic Analyzer	SRR2181847	SRP062798	PRJNA289381	289381	SRS1044296	SAMN03854344	SRA291191	RNA-Seq	other	TRANSCRIPTOMIC		RUTGERS UNIVERSITY	0	0	1692201	3854344				H37Rv				orF	mc2_7000	mc2_7000
SRX1163429	2016-09-01 00:00:00	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ABI_SOLID	AB 5500xl Genetic Analyzer	SRR2181848	SRP062798	PRJNA289381	289381	SRS1044295	SAMN03854345	SRA291191	RNA-Seq	other	TRANSCRIPTOMIC		RUTGERS UNIVERSITY	0	0	1692202	3854345				H37Rv				orF	mc2_7000	mc2_7001
SRX1372108	2016-11-01 15:50:47	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR2776870	SRP065198	PRJNA299665	299665	SRS1130719	SAMN04211708	SRA307009	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1953353	4211708	GSE74323	GSM1917079	26999439	H37Rv				orF	mc2_7000_retapamulin	mc2_7002
SRX1372109	2016-11-01 15:50:47	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR2776871	SRP065198	PRJNA299665	299665	SRS1130718	SAMN04211709	SRA307009	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1953354	4211709	GSE74323	GSM1917080	26999439	H37Rv				orF	mc2_7000_retapamulin	mc2_7003
SRX1372110	2016-11-01 15:50:47	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR2776872	SRP065198	PRJNA299665	299665	SRS1130717	SAMN04211710	SRA307009	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1953355	4211710	GSE74323	GSM1917081	26999439	H37Rv delta-csoR				hs2	treated	untreated
SRX1372111	2016-11-01 15:50:47	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR2776873	SRP065198	PRJNA299665	299665	SRS1130716	SAMN04211711	SRA307009	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1953356	4211711	GSE74323	GSM1917082	26999439	H37Rv delta-csoR				hs2	treated	untreated
SRX1559977	2016-07-01 15:40:40	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 1000	SRR3143845	SRP069259	PRJNA310781	310781	SRS1274657	SAMN04455491	SRA346649	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2207366	4455491	GSE77556	GSM2054451	27432954	H37Rv				hs2	treated	untreated
SRX1559978	2016-07-01 15:40:40	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 1000	SRR3143846	SRP069259	PRJNA310781	310781	SRS1274656	SAMN04455492	SRA346649	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2207367	4455492	GSE77556	GSM2054452	27432954	H37Rv				hs2	untreated	untreated
SRX1559979	2016-07-01 15:40:40	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 1000	SRR3143847	SRP069259	PRJNA310781	310781	SRS1274655	SAMN04455493	SRA346649	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2207368	4455493	GSE77556	GSM2054453	27432954	resistant clone 1A				hs2	untreated	untreated
SRX1559980	2016-07-01 15:40:40	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 1000	SRR3143848	SRP069259	PRJNA310781	310781	SRS1274654	SAMN04455494	SRA346649	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2207369	4455494	GSE77556	GSM2054454	27432954	resistant clone 1A				hs2	untreated	untreated
SRX1559981	2016-07-01 15:40:40	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 1000	SRR3143849	SRP069259	PRJNA310781	310781	SRS1274653	SAMN04455495	SRA346649	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2207370	4455495	GSE77556	GSM2054455	27432954	resistant clone 8A				otsB2	partially_silenced_t6p	wt_t6p
SRX1559982	2016-07-01 15:40:40	1773	Mycobacterium tuberculosis	1773	1760	1773	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina HiSeq 1000	SRR3143850	SRP069259	PRJNA310781	310781	SRS1274652	SAMN04455496	SRA346649	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2207371	4455496	GSE77556	GSM2054456	27432954	resistant clone 8A				otsB2	partially_silenced_t6p	wt_t6p
SRX186564	2015-07-22 17:02:04	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina Genome Analyzer IIx	SRR568038	SRP015746	PRJNA175135	175135	SRS362632	SAMN01173980	SRA058740	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	244573	1173980	GSE40846	GSM1003224	23222129	H37Rv				otsB2	partially_silenced_t6p	wt_t6p
SRX186565	2012-12-03 09:54:19	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina Genome Analyzer IIx	SRR568039	SRP015746	PRJNA175135	175135	SRS362633	SAMN01173981	SRA058740	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	244574	1173981	GSE40846	GSM1003225	23222129	H37Rv				otsB2	wt_t6p	wt_t6p
SRX186566	2012-12-03 09:54:19	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	SINGLE	ILLUMINA	Illumina Genome Analyzer IIx	SRR568040	SRP015746	PRJNA175135	175135	SRS362634	SAMN01173982	SRA058740	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	244575	1173982	GSE40846	GSM1003226	23222129	H37Rv				otsB2	wt_t6p	wt_t6p
SRX187541	2018-07-05 00:05:28	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina Genome Analyzer II	SRR572359	SRP015765	PRJNA174997	174997	SRS363111	SAMN01174463	SRA058684	RNA-Seq	size fractionation	TRANSCRIPTOMIC		BEIJING GENOMICS INSTITUTE-SHENZHEN	0	0	245554	1174463				H37Rv				otsB2	wt_t6p	wt_t6p
SRX187542	2018-07-05 00:05:28	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina Genome Analyzer II	SRR572362	SRP015765	PRJNA174997	174997	SRS363112	SAMN01174464	SRA058684	RNA-Seq	size fractionation	TRANSCRIPTOMIC		BEIJING GENOMICS INSTITUTE-SHENZHEN	0	0	245555	1174464				H37Rv				biofilm	planktonic	planktonic
SRX1882555	2017-01-03 09:57:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3725585	SRP077489	PRJNA327080	327080	SRS1528998	SAMN05300999	SRA436597	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2689286	5300999	GSE83814	GSM2219056	27630619					biofilm	planktonic	planktonic
SRX1882556	2017-01-03 09:57:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3725586	SRP077489	PRJNA327080	327080	SRS1528999	SAMN05301000	SRA436597	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2689287	5301000	GSE83814	GSM2219057	27630619					biofilm	biofilm	planktonic
SRX1882557	2017-01-03 09:57:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3725587	SRP077489	PRJNA327080	327080	SRS1529000	SAMN05301001	SRA436597	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2689288	5301001	GSE83814	GSM2219058	27630619					biofilm	biofilm	planktonic
SRX1882558	2017-01-03 09:57:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3725588	SRP077489	PRJNA327080	327080	SRS1529001	SAMN05300974	SRA436597	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2689289	5300974	GSE83814	GSM2219059	27630619					csoR	wt	wt
SRX1882559	2017-01-03 09:57:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3725589	SRP077489	PRJNA327080	327080	SRS1529002	SAMN05300975	SRA436597	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2689290	5300975	GSE83814	GSM2219060	27630619					csoR	wt	wt
SRX1882560	2017-01-03 09:57:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3725590	SRP077489	PRJNA327080	327080	SRS1529003	SAMN05300976	SRA436597	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2689291	5300976	GSE83814	GSM2219061	27630619					csoR	ko	wt
SRX1882561	2017-01-03 09:57:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3725591	SRP077489	PRJNA327080	327080	SRS1529004	SAMN05300977	SRA436597	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2689292	5300977	GSE83814	GSM2219062	27630619					csoR	ko	wt
SRX1882562	2017-01-03 09:57:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3725592	SRP077489	PRJNA327080	327080	SRS1529005	SAMN05300978	SRA436597	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2689293	5300978	GSE83814	GSM2219063	27630619					rv2887	wt	wt
SRX1882563	2017-01-03 09:57:16	83332	Mycobacterium tuberculosis H37Rv	1773	1760	83332	Mycobacterium tuberculosis	PAIRED	ILLUMINA	Illumina HiSeq 2000	SRR3725593	SRP077489	PRJNA327080	327080	SRS1529006	SAMN05300979	SRA436597	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2689294	5300979	GSE83814	GSM2219064	27630619					rv2887	wt_comp_14	wt
